ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV000036,mue,"Aicamanca quinoata acllashcapish anguyangamari, nocho anguyanyari quinoaca?",,,"The quinoa that we select doesn't go bad, I don't think the quinoa goes bad right?",,,SN000037 ; SN000188
XV000037,mue,Acomota libra?,,,How much is it per pound?,,,SN000038
XV000038,mue,"Auritaca carreterataca cualconashi acomodanajun detsenca, no iscani vingapa yopash.",,,Which highways might they be fixing? I haven't checked them out.,,,SN000039
XV000039,mue,Todito familiaman invitadocunaman casi toda la comunidadmi invitado can venin nosotrosta acompañangapa cualquier compromisope.,,,"All the family, guests, basically the entire community, is invited to come join us in any event.",,,SN000040
XV000040,mue,Ese matrimonio orasca brindarin todito genteman haype todito acompañantecunaman.,,,"On the day of the wedding, it's shared with everyone and all the guests.",,,SN000041 ; SN000418
XV000041,mue,Ese antesca canapay todo ese nuetro propio musica acordioncunahuan cashca pasana carca.,,,"In the past, all of our music was played with instruments, e.g., like accordions; that's how it used to be.",,,SN000042
XV000042,mue,"Jala que nombrecha deserca no acordanica, deltodo payayashpa.",,,"Oh, geesh, what name did you say? I can't remember, I'm getting old.",,,SN000043
XV000043,mue,Ese auraca ya no acostumbran comprangapacpish solamente esperan pagangapa este disco mobilta.,,,"Nowadays, they're not use to buying their instruments, they just hope to pay for a DJ.",,,SN000044 ; SN000827
XV000044,mue,Ese guaguacunaca arshto actividad tenen elpa colegiopica.,,,The kids have lots of activities in their high school.,,,SN000045
XV000045,mue,Deaymantaca aurapica comota vingui aora actualpica nuestro jovencunataca nuestro hijocunataca?,,,So now do you see how our youth is living nowadays?,,,SN000046
XV000046,mue,Entonses asi bueno cagrinchi de nuevo actualisashpa todo ese cursocuna pasashcacunata todota actualisagrinchi.,,,"So, it will be good to get up to date again; after having passed these courses, we'll all be up to date.",,,SN000047 ; SN000902
XV000047,mue,Yupac adelantadorcunataca cresechishcanimi casi mas de tresientos ochenta personastami cresechishcani.,,,My [church] followers have grown by about 380 followers.,,,SN000048 ; SN002071
XV000048,mue,Adelante bamos brebe taxita cogishpa taxipi ingapac dediamari.,,,"Hurry up, let's go quick so we can get a taxi while there's still daylight.",,,SN000049 ; SN000929 ; SN002848
XV000049,mue,"Adelante, sociogocunaca haci tiempomanta salishpa irca pero mas bien auracaren mas.",,,"In the past, members were leaving for a while, but things are better now.",,,SN000050 ; SN002762
XV000050,mue,Aqui adelantipe Tayta Imbaburata tenenche vuelta ese ladoman Otavalo ladogopi vuelta Mama Cotacachita tenenche.,,,"Right in front of us, we have Mt. Imbabura, and right over there on the other side of Otavalo, we have Mt. Cotacachi.",,,SN000051 ; SN002851
XV000051,mue,Bien estricto manejanchi bien controlado y ademas contadorapash revisan todo auracamanca buenopacha andanajunchi.,,,"We conduct our business with strict controls; moreover, our treasurer reviews everything; until now everything is working out great.",,,SN000052 ; SN000787 ; SN000798 ; SN003191
XV000052,mue,Ese lagunaca monte adentropemy.,,,That lake is deep in the mountains.,,,SN000053 ; SN001936
XV000053,mue,No adivinayta podinchica llubingachu o no.,,,One can't predict when it's going to rain or not.,,,SN000054
XV000054,mue,Talves no mala administracionca no carcachu si no que cotami un poquito jodido carca cotata no ponita podishpa salin.,,,"I don't think it's because of poor administration; it's probably that the quotes were a bit difficult to make, and if they couldn't, they'd leave.",,,SN000055 ; SN000895
XV000055,mue,Mio bisaguelapa catsaca de adobemi carca.,,,My great-grandma's house was made of adobe.,,,SN000056 ; SN000376
XV000056,mue,"Eseme nosotrospa afan, nosotrospa pensamiento capan.",,,"This is because of our efforts, our thoughts, and our way of being.",,,SN000057
XV000057,mue,Afilashpa vamos.,,,Let's go sharpen these.,,,SN000058
XV000058,mue,Esta dacpica despuesgopica todo ya aflojarircalla.,,,"Given this, everything loosened up afterwards.",,,SN000059
XV000059,mue,Mercadopi afrechota comprashcacuna bueno.,,,The bran that I bought in the market was better.,,,SN000060
XV000060,mue,Carmenca agachajun posomanta agua cojingapa.,,,Carmen hunches over to collect water from the well.,,,SN000061 ; SN002360
XV000061,mue,Yoca venircani agarraryngapa trigo pelado.,,,I just came back; I should go collect some wheat.,,,SN000062
XV000062,mue,Pay agonias caynashcalla domingotaca.,,,"Well, last Sunday, I spend the whole day in agony.",,,SN000063
XV000063,mue,"Agostollata sembrana aymi igualan uraiucu gentehuanca, igualanllami maizca.",,,"In August, we have to plant to keep up with those from the lower sectors; especially the corn.",,,SN000064
XV000064,mue,Olla bodata entreganchi ese grupoman carnehuan motehuan chichahuan y tragohuan; dehay como agradesimiento nuetroca elcunata como gallota dejangapa venin hasi.,,,"We give a pot of wedding soup to this group along with meat, hominy, chicha, and liquor, as a thank you they come and leave a rooster.",,,SN000065
XV000065,mue,Nochu agradesishpa dejarca dirigentecacpica.,,,"When I was president, no one was appreciative.",,,SN000066
XV000066,mue,Vostepa nombrepe ya vacunashca pasanllami centro agricolaman.,,,"Once the vaccination is in your name, it passes to the agricultural center.",,,SN000067 ; SN003047
XV000067,mue,Miyo menorr hermanoca agricultorrmi.,,,My younger brother is a farmer.,,,SN000068 ; SN001868
XV000068,mue,Palaca necesariomi nuetro agriculturapa.,,,A shovel is needed for our type of agriculture.,,,SN000069 ; SN002002 ; SN002145
XV000069,mue,Este limoncunaca agrio agriocuna.,,,Lemons are very sour.,,,SN000070
XV000070,mue,Ay bertientemantamy aguata llevan tinapy.,,,They bring water from the stream in a bucket.,,,SN000071 ; SN000366 ; SN002893
XV000071,mue,Aguacateca maduromi.,,,The avocado is ripe.,,,SN000072 ; SN001765
XV000072,mue,Caldoca aguado aguado sin papaca chuya chuyami.,,,The soup is watered down; without potatoes its just watery.,,,SN000073 ; SN000673 ; SN002161
XV000073,mue,Este calorrhuanca no aguantanichu.,,,I can't stand this heat.,,,SN000074 ; SN000474
XV000074,mue,Aguasero despues salircanchi jugangapa.,,,"After the downpour, we went out to play.",,,SN000075
XV000075,mue,Yoca ese cuchillo agudohuanmi cortarcani.,,,I cut it with this sharp knife.,,,SN000076 ; SN003183
XV000076,mue,Mio aguelaca gallinacunata pelajun.,,,My grandpa is plucking the hens.,,,SN000077 ; SN001320
XV000077,mue,Miyo aguelitamy tortolaman comidata dajun.,,,My grandma is feeding the turtledoves.,,,SN000078 ; SN002938
XV000078,mue,Miyo aguelitomi rregalahuarca asigota tenishca haygopi sembray tsehuan.,,,My grandpa gave me a piece of land that he had. He told me to plant there.,,,SN000079
XV000079,mue,Miyo agueloca siempreme comidata dahuan catsaman llebangapa.,,,My grandpa always feeds me when I arrive home.,,,SN000080 ; SN002745
XV000080,mue,Ese aguilaca andanmi tardicuna pollota comingapa.,,,"In the evenings, the eagle goes to eat the chickens.",,,SN000081
XV000081,mue,Huarmicunaca agujahuanmi cotsinchi maquina no abicpi.,,,"When there's no machine, the women sew with a needle by hand.",,,SN000082
XV000082,mue,Arrto platami sobrahuarca aurrangapa.,,,I had a lot of money left over to save.,,,SN000083 ; SN002756
XV000083,mue,Ese guecopica ahua congelashcami.,,,The water froze in the hole.,,,SN000084 ; SN000767
XV000084,mue,Otavalomantaca traishami vaca aichaguta.,,,I'll bring some beef from Otavalo.,,,SN000085
XV000085,mue,Cuidadpica aireca contaminashcami.,,,The air in the city is contaminated.,,,SN000086 ; SN000788
XV000086,mue,Aisi poden.,,,"Yes, like that you can do it.",,,SN000087
XV000087,mue,Hay otro ajeno asienda putrucunapi robachishpa andancarcanchi asi comichishpa.,,,"In the farms of others, we had to steal in order to make food.",,,SN000088 ; SN002364
XV000088,mue,Ese mantelca manchashcamy ajihuan.,,,The tablecloth ended up stained with the hot sauce.,,,SN000089 ; SN001802
XV000089,mue,Piedrapi molishpami ajichancarcanchi arneropi.,,,"We would grind it on the stone, then sift it through a sieve.",,,SN000090 ; SN000246
XV000090,mue,Vosteca ajocunata vendijunguichu?,,,Are you guys selling garlic?,,,SN000091 ; SN003180
XV000091,mue,Yano dentrachinca ya feriamanca solo ajuerapi.,,,"They no longer allow us to enter the market, we have to be outside.",,,SN000092 ; SN003157 ; SN003211
XV000092,mue,Nadayta enseñanami canchi no ajugangapa.,,,We have to learn to swim so we don't drown.,,,SN000093
XV000093,mue,Miyo sandaliasca ajustadomy can.,,,My sandals are tied/ tightened up.,,,SN000094 ; SN002644
XV000094,mue,Todita ajuntarishca canchi.,,,We're all together.,,,SN000095
XV000095,mue,A taita Manuelcho ya setentata ajustajun.,,,Mr. Manuel is about to be 70 years old.,,,SN000096
XV000096,mue,Ese planetaca al rededor de solmy bueltata dajun.,,,The planet rotates around the sun.,,,SN000097 ; SN002309
XV000097,mue,Feriamanca tres veces ala semanami andanchi.,,,We go to the market three times a week.,,,SN000098 ; SN003062
XV000098,mue,Algunosmanca pay alabarishpama asi conbersan.,,,They said that they were praising some of them.,,,SN000099
XV000099,mue,Arroz de cebada desayunota danacashpaca levantancarcani a las dos de la mañanata asimi alacanzancarcani tosashpa molinshpa cotsnancarcani.,,,I had to wake up at two in the morning to prepare barley rice for breakfast; that was the only way I had enough time to grind and toast it before cooking.,,,SN000100
XV000100,mue,"Diayca ese vieja mamaca, ""Anchury! Anchury!"" detseshpa aladiachishca.",,,"From there, the old woman said, ""move! move!"", pushing us to the side.",,,SN000101 ; SN000183
XV000101,mue,Miopaca alafila sembrashca blanco zapallocunata.,,,"In my lines, I had planted white squash.",,,SN000102
XV000102,mue,Eseca alajitohuata ayer poneni.,,,"Yesterday, it became to be nice outside.",,,SN000103
XV000103,mue,Alajuersamari trabajai detsesha buelta sin trabajucho vivingayari?,,,"By force, I have to tell him to go work, if not, how are we supposed to live without a job?",,,SN000104
XV000104,mue,Ponerca alambradota?,,,Did they put up a fence?,,,SN000105
XV000105,mue,Ne guerbata cogegrichun eseme hasi alambrashpa dejan ya no poderen dentragrita.,,,"They put up a fence so that one couldn't enter, not even to collect herbs.",,,SN000106
XV000106,mue,Auraca todito estecunatapish alambrashcama.,,,Now the entire area is fenced off as well.,,,SN000107
XV000107,mue,Ay avijucunapipash ashta alambrihua huapotama alambrihua lecherocunayma parachishca.,,,Over in Abijo Pata they have these beautiful fences made of gumtree.,,,SN000108 ; SN003216
XV000108,mue,Alas ochollatata detsercamary.,,,At 8 o'clock like he said.,,,SN000109
XV000109,mue,Ese pajaroca alasta quebrashca.,,,The bird's wing is broken.,,,SN000110
XV000110,mue,Siquipash alayro ircangui.,,,You went with your butt showing.,,,SN000111
XV000111,mue,Ese alberjaca buenomi ensaladata atsingapa.,,,Peas are good for making a salad.,,,SN000112 ; SN001137
XV000112,mue,Ya alberteni pero no oyinca.,,,"I warned him, but he doesn't listen.",,,SN000113
XV000113,mue,Alberto hablagrijon.,,,Albert is going to speak.,,,SN000114
XV000114,mue,Alcaldetamy sacagrinchy.,,,We're going remove the mayor from office.,,,SN000115
XV000115,mue,Chuclluguima sembracpica alcambioma nosotrospash ayudana.,,,"In return, when they plant corn and other things, we have to help.",,,SN000116 ; SN003203
XV000116,mue,No alcansanchica breve breve ashta apurashpa ingapac vendengapa.,,,"We just don't have enough, so we’ve got to get out and sell as soon as possible.",,,SN000117 ; SN000229
XV000117,mue,"Alcansadito y aura alomenos carin, ya maizta cogina porotota limpiana maizta desgranana.",,,"It was quite tiring, but it's not as bad now, I had to harvest the corn, clean the beans, and then dekernel the corn.",,,SN000118
XV000118,mue,Puercoca matrimoñupaca seis puercomi alcansan.,,,"For the wedding, we were able to get six pigs.",,,SN000119
XV000119,mue,Ese alcantarillaca edijunmi.,,,The sewer smells bad.,,,SN000120 ; SN001074
XV000120,mue,Grupo de musicocunaca alegre alegreme can.,,,The band members are quite happy!,,,SN000121 ; SN001983
XV000121,mue,Manzanilla asillata alergiacunapa dolor de estomagopacpash buenomi.,,,Chamomile is good for allergies and stomach aches.,,,SN000122
XV000122,mue,"Pero yoca no mandacpipash, ircani alfabetisasionman aprendengapa.",,,"They didn't send me to school, but I went to a literacy course to learn.",,,SN000123
XV000123,mue,Alfalfaca arrto vitaminatami tenin.,,,Alfalfa has a lot of vitamins.,,,SN000124
XV000124,mue,Cuanto mismocha alfin?,,,"In the end, how much would it be?",,,SN000125 ; SN001915
XV000125,mue,Alfonbratamy enbolvina canchy.,,,We have to roll up the rug.,,,SN000126
XV000126,mue,Ayerca Alfredoca Quitomanmi irca.,,,Alfredo went to Quito yesterday.,,,SN000127
XV000127,mue,"Asepish pero podeguica algo algogotaca, podenguica.",,,"Like that as well, but if you can do some of it, [it's better than nothing].",,,SN000128
XV000128,mue,Algodonta ellata traemoncarca vallecunapi trabajashpa.,,,"He, himself brings the cotton since he works in the valley.",,,SN000129
XV000129,mue,Alguienta conosinguichu detsishpa preguntangui.,,,You should ask if they know anyone.,,,SN000130
XV000130,mue,Romeropash medicinalpachami buenomi algun bañogota dangapa y asillata no pelo caichun nuestro cabesamanta.,,,Rosemary is also a natural medicinal herb that's good when taking a bath. It's also good for balding.,,,SN000131 ; SN000338 ; SN002584
XV000131,mue,Alguna gentecunaca no aquipichu.,,,Some of the people aren't here.,,,SN000132
XV000132,mue,Ese Otavalo gentecunallami reunirishpa bailan pero algunitosca andanmi ñosotros comunidadman.,,,"It's normally a gathering place for the Otavalan communities to dance and celebrate, but sometimes people go to our communities go as well.",,,SN000133
XV000133,mue,Entoncesca bueno algunosguca yupapish avingami.,,,"So, there should be some for me as well.",,,SN000134
XV000134,mue,Ese huahuacunaca mamapa chichihuanmi alimentarin.,,,The baby is breastfeeding.,,,SN000135 ; SN000632
XV000135,mue,Ese chocllohuaca alimentomy can ñucanchy sierrapeca.,,,Corn is a staple food from our mountains.,,,SN000136 ; SN002049
XV000136,mue,De hay aliñashpa asana tocun tulpapi palogopi ponishpa.,,,"From there, they're put on a stick and then one has to line them up on the grill.",,,SN000137
XV000137,mue,"Aliso asillatami bueno este pies lisiashcacuna inchashcacuna o frio dentrashcacunapa calentashpami amarrarin, alisota.",,,Black alder leaves are also good for injuries or when one's feet become swollen from the cold. We heat them up and wrap them around the injured area.,,,SN000138 ; SN001693
XV000138,mue,Todo pueblo Cayambimi hasi San Juantaca asi alistanata sabin ropa y comida y vevida.,,,"During the San Juan festivals, every Cayambe person gets their clothes ready and prepares food and drinks.",,,SN000139 ; SN003093
XV000139,mue,"Asillata avitsagrinchi, este ayerllame proyecto contratota de alivenishpa firmarcanchi dose mil pesespa.",,,"So, we want to announce that yesterday we signed a contract for 2,000 juvenile fish for our fishing hatchery project.",,,SN000140 ; SN000797
XV000140,mue,Ese huahuacunapa almaca blancumi.,,,Children's souls are white.,,,SN000141
XV000141,mue,Tuyu almuersota comiy!,,,Eat your lunch!,,,SN000142
XV000142,mue,Almursashpa buelta bolbenajuna.,,,They ate lunch then came back.,,,SN000143
XV000143,mue,"Nosotrosca ofrecenchi alojamiento, comida ansestral, comida tipica, nuestro propio grano nosotros sembrashca granoguta.",,,We offer lodging with traditional and national food made with our own grains that we planted ourselves.,,,SN000144 ; SN000199
XV000144,mue,Ahora alomenos carin ni haciendamanpash no pasayta pudinchica.,,,Now we can't even pass through the farm.,,,SN000145
XV000145,mue,"Finado tayta Miguelpa hijo, Alonsoman.",,,"To Alonso, the son of Mr. Miguel who passed away.",,,SN000146
XV000146,mue,Ya vuelta alotro diaca cebadatami tostashpa molincarcanchi asillata piedrapi.,,,"Once again, on the following day, we ground and toasted the barley on the stone.",,,SN000147
XV000147,mue,Mio alpaca bonitomari.,,,My plot of land is pretty.,,,SN000148 ; SN000399 ; SN001907
XV000148,mue,Alpargatestapash mio papasomi atsincarca.,,,My dad would make sandals as well.,,,SN000149 ; SN003195
XV000149,mue,"Diayca asi respondicpica, ""Ahoraca rica tucushcaca ahoraca alpayu! Tucushcaca!""",,,"She said, ""Now you guys are just rich, pretentious wannabes!""",,,SN000150
XV000150,mue,Eseca pay asema yoca andan cariani samarrocunataca alquilangapa.,,,"Well, that's the way it was I'd go around renting chaps.",,,SN000151 ; SN002635
XV000151,mue,Sacota alrebesme ponircangui.,,,You put your sweater on inside out.,,,SN000152
XV000152,mue,Ese huahuaca alsahuarcami.,,,The child picked me up.,,,SN000153
XV000153,mue,Asi catsashna altarhuata atsishpami nobiatatac ay adentropi sentachin.,,,This alter resembles a small house and is built for the bride to sit inside.,,,SN000154
XV000154,mue,Entonses esepashme otra alternativa cagrin asillata arriba rinconadapi.,,,"So, this will also be another alternative up in the Rinconada.",,,SN000155 ; SN002118
XV000155,mue,Ese arbolca alto altomi.,,,This tree is really tall.,,,SN000156
XV000156,mue,Ese nina jurocunami alumbrajun denoche.,,,The fireflies light up at night.,,,SN000157 ; SN002018
XV000157,mue,Mio vecinaca bien amablemi.,,,My neighbor is very friendly.,,,SN000158
XV000158,mue,"Mio mamaca quitapash dacpica, ""pay bonitica amamiyagu"" ditsihuanmi.",,,"When I gave it to her, my mom told me, ""oh, thank you so much!"".",,,SN000159
XV000159,mue,"De hayca, toda la noche sabadopaca amanecen cotsnashpa tulpapi.",,,"So, I spent the entire night cooking on the wood stove for Saturday's event.",,,SN000160
XV000160,mue,Amarillo brillajunmari.,,,"Yes, yellow is bright.",,,SN000161
XV000161,mue,"Ese policia manota amarrarca, ladronta.",,,The police tied up the thief's hands.,,,SN000162
XV000162,mue,Amazoniasca estemanmi quedan.,,,The jungle is located to the east.,,,SN000163 ; SN001204
XV000163,mue,Yoca Ambatomanta cani.,,,I am from Ambato.,,,SN000164
XV000164,mue,Asi gallocunamanca toditocho inguichi o ambos inguichi.,,,Everyone will go together or in couples to the Rooster Festival.,,,SN000165
XV000165,mue,Juytami ambren este mundope.,,,There's a lot of hunger in this world.,,,SN000166 ; SN001974
XV000166,mue,"Diayca ese chifichaca llegashpaca ambrienta ambrientami cashca detsinmari huahuacunata hacipash pepacunandipash todo asi, encontrashpaca comishpa bueno cashca aypica.",,,The Chificha was starving and craving the children even though there were seeds and the forest was plentiful with good food to eat.,,,SN000167
XV000167,mue,Ese perroca hambriento rocomi.,,,That hungry dog is old.,,,SN000168
XV000168,mue,Tia Ameliapa puercotaca anbos piernatami acabashca.,,,Both legs were ripped off of Ms. Amelia's pig.,,,SN000169
XV000169,mue,Miyo amigataca palodismome darca.,,,My friend came down with malaria.,,,SN000170 ; SN002150
XV000170,mue,Vinijunguimi amigota vingapac.,,,You're coming to see your friend.,,,SN000171 ; SN003068
XV000171,mue,Mio cuñadaca amiguerami.,,,My sister-in-law is friendly.,,,SN000172
XV000172,mue,No cursoman ircanica yanga amigueriashpa andashpalla aprendircani.,,,"I didn't go to a course or anything, I'd just get together with friends to learn.",,,SN000173
XV000173,mue,Ese longaca amiguerashcami can.,,,The girl is friendly.,,,SN000174
XV000174,mue,"Vestia, un amiguero huahua viejoma!",,,Geesh! That kid is so sociable!,,,SN000175
XV000175,mue,Ese carroca amortiguashcami golpiarishpa.,,,The car had softened the bumps.,,,SN000176
XV000176,mue,No amotranguicho ese joyaconataca robangami.,,,Don't show off your jewellery or you could get robbed.,,,SN000177 ; SN001591
XV000177,mue,Anacucunata algunostami tenini.,,,I have several skirts.,,,SN000178
XV000178,mue,Buevogucunaima vendeshpa asi cuyiguima vendishpa mandarina ambosmanta asi analfabetocunaca.,,,"We sell eggs and guinea pigs in order to send our children to school, so they don't end up illiterate like us.",,,SN000179
XV000179,mue,Añangucunaca artomi aben.,,,There's a lot of foxes around here.,,,SN000180
XV000180,mue,Elpa catsahuaca ananay llahua!,,,His house is really nice!,,,SN000181
XV000181,mue,"Nuestro huachu asi ancho huacho, inga huacho detsisca asicunacarca, no vez?",,,Some say that our wide furrows are Incan.,,,SN000182
XV000182,mue,"Pero no inportanchu, ademas anciarijucpi acaso balin balitapash.",,,"But it's not important, as if being anxious is a good thing.",,,SN000184 ; SN000330
XV000183,mue,Asi pastillacunata dagpi asi contento poquitogota andajuni.,,,"They prescribed me pills, so I've been feeling good.",,,SN000185
XV000184,mue,Alfalfami bueno bueno ese anemiata tenen gentecunapacpish y bichuscunapacpash.,,,Alfalfa is really good for people who have anaemia or parasites.,,,SN000186
XV000185,mue,Ese caspi angara palo muchijuta ponesca muchijupica aquipi sicsitaca poneshca aquima aquiladomanpish otroladomanpish atrasmanpish bueno cuidana carca.,,,"Those old derby stick hats, that we used to wear, had a place to hold a spindle on this side, or the other side, or even behind; it was great when we needed a place to put it.",,,SN000187
XV000186,mue,Guierba morata anguyuyuhuan cotsnashpaca ese pies inchasoncunapa todo golpicunapa ese heridacunata lavangapami bueno.,,,"Hierba mora is cooked with anguyuyu (tamnifolia) and then used as a press for injuries e.g., on bumps and bruises or when one's feet are swollen.",,,SN000189 ; SN001422
XV000187,mue,Miyo catsarashca anilloca de oromy.,,,My wedding ring is gold.,,,SN000190 ; SN000556
XV000188,mue,Mio aguelaca manso mansotami atserca todo ese animalhuacunata.,,,My grandma was great at taming any kind of animal.,,,SN000191 ; SN001800 ; SN002913
XV000189,mue,Miyo amigacunaca animanami campoman ingapa.,,,My friends are motivating themselves to go out to the field.,,,SN000192
XV000190,mue,Ese terneroca sin animo andajun.,,,The calf walks along on its own without having to encourage it.,,,SN000193
XV000191,mue,Yoca agua de anista juita quereni.,,,I really want some anise tea.,,,SN000194
XV000192,mue,Ese Anitapa correacunaca borrdashcami.,,,Anita's belts are embroidered.,,,SN000195 ; SN000403
XV000193,mue,Miyo sobrinaca veinte añota tenen.,,,My niece is 20 years old.,,,SN000196 ; SN002759 ; SN003079
XV000194,mue,Todotama anotajuiman.,,,Write down everything.,,,SN000197
XV000195,mue,Catsagupica ampliotami tenenchi uso multiplima.,,,"Our house is spacious, making it quite multipurpose.",,,SN000198 ; SN001973 ; SN003035
XV000196,mue,Quipacpish ayai ayai avesesca jarilla avesesca pai deltodo ansia amanesishca andanajunchi ambosmanta.,,,There's days when we're in a lot of pain and sometimes we' wake up feeling quite anxious about having to get things done; both of us feel this.,,,SN000200 ; SN000299
XV000197,mue,"Ese Sumak Pacha presidentemi capani, mio shutimi Manuel Antamba.",,,My name is Manuel Antamba and I am the President of Sumak Pacha.,,,SN000201
XV000198,mue,Ante ayerrme pagana carcany arriendomanta.,,,"The day before yesterday, I had to pay the rent.",,,SN000202
XV000199,mue,Miyo antepasadocuna aquipemi morishca disen.,,,It's said that my ancestors died here.,,,SN000203
XV000200,mue,Miyo anteriorr trabajoca dificilme carca.,,,My last job was difficult.,,,SN000204 ; SN002817
XV000201,mue,Pero mio mamaca antes caren cosenanata enseñachishpa morisca can mio mamaca.,,,But my mom made me learn how to cook before she died.,,,SN000205
XV000202,mue,Ese pisotaca alisana canchi antes de ponerr cementota.,,,We have to smooth out the floor before we lay down the cement.,,,SN000206
XV000203,mue,Este juventudcunaca como chistetama toman ya no como mas antespachaca.,,,Today's youth don't take anything seriously; it's not like it used to be.,,,SN000207
XV000204,mue,Ese rruinaca antigua antiguamy can.,,,Those ruins are very old.,,,SN000208 ; SN002600
XV000205,mue,"Huagrumapash buenomi como antiguamenteca, huagrumataca camagota atsishpami vivincashca detsin.",,,"It's said that in the past, guagruma used to be a good material for making beds.",,,SN000209 ; SN001452
